acquisitions_id,acquiring_object_id,acquired_object_id,price_amount,price_currency_code,aquired_at
277,c:424,c:4928,15000000,USD,2007-04-12
279,c:4982,c:4203,\N,USD,2008-04-30
280,c:584,c:4988,800000000,USD,2008-04-30
281,c:4991,c:4989,\N,USD,2008-05-05
282,c:5027,c:5029,\N,USD,2008-05-05
283,c:5059,c:5058,\N,USD,2003-10-01
285,c:5097,c:5094,128800000,USD,2008-05-06
286,c:2358,c:107,\N,USD,2008-05-01
289,c:59,c:3767,\N,USD,2007-05-01
290,c:59,c:185477,\N,USD,2004-10-27
293,c:5160,c:2682,\N,USD,2007-05-09
294,c:29,c:5180,\N,USD,2008-05-09
295,c:355,c:2467,13900000000,USD,2008-05-13
296,c:5346,c:5345,268000000,USD,2008-04-21
297,c:5354,c:5352,17000000,USD,2008-04-22
298,c:1242,c:5360,\N,USD,1996-06-11
299,c:5059,c:5390,\N,USD,2008-04-15
300,c:5396,c:5395,\N,USD,2008-05-12
301,c:4175,c:27,150000000,USD,2008-05-14
302,c:24,c:1444,1800000000,USD,2008-05-15
303,c:355,c:4999,1600000000,USD,2007-07-23
304,c:46,c:5435,\N,USD,2008-05-15
305,c:5457,c:5456,5000,USD,2008-05-13
307,c:5471,c:515,31500000,EUR,2008-05-16
309,c:318,c:5475,25000000,USD,2008-05-16
310,c:318,c:5479,\N,USD,2008-04-24
311,c:1895,c:5525,70900000,USD,2004-05-01
312,c:5546,c:482,\N,USD,2008-03-29
313,c:5548,c:629,2400000000,USD,2008-02-25
315,c:5564,c:5563,\N,USD,2004-01-01
316,c:4999,c:5587,53000000,USD,2007-03-07
317,c:5622,c:5624,\N,USD,2007-03-31
318,c:350,c:5632,\N,USD,2008-05-20
319,c:250,c:5638,410000000,USD,2005-03-18
320,c:1663,c:5653,\N,USD,2008-05-01
321,c:3526,c:5654,\N,USD,2007-04-24
322,c:1654,c:5661,278000000,USD,2008-04-23
323,c:5663,c:5662,720000000,USD,2008-04-22
324,c:839,c:4486,3000000,USD,2007-01-04
325,c:5708,c:3107,12000000,USD,2007-06-07
326,c:191,c:5718,\N,USD,\N
327,c:475,c:5721,10500000,USD,2008-05-22
328,c:59,c:5694,23000000,USD,2007-02-01
329,c:1242,c:5695,200000000,USD,2006-05-01
330,c:5744,c:2888,\N,USD,2008-05-13
331,c:5807,c:5806,\N,USD,2003-08-01
332,c:5837,c:5835,\N,USD,2005-01-01
333,c:5837,c:5836,\N,USD,2005-01-01
334,c:59,c:2194,\N,USD,2007-06-01
336,c:1926,c:5983,44000000,USD,2008-05-28
337,c:1223,c:5985,\N,USD,2008-05-28
338,c:5990,c:5988,\N,USD,2008-05-28
339,c:823,c:5963,\N,USD,2006-09-01
340,c:6020,c:6021,3800000,USD,2005-08-08
341,c:2825,c:3176,\N,USD,2007-08-22
342,c:647,c:6060,5000000,USD,2004-10-10
343,c:6082,c:6081,\N,USD,2007-07-01
344,c:6090,c:6089,105300000,USD,2008-05-31
345,c:256,c:6108,33000000,USD,2008-06-02
346,c:1400,c:6146,\N,USD,2008-06-03
347,c:2345,c:1499,10000000,USD,2008-06-01
350,c:6478,c:6477,9650000,USD,2006-09-25
351,c:2394,c:6503,\N,USD,2008-05-27
352,c:6507,c:6506,\N,USD,2001-02-20
353,c:3320,c:6507,123000000,USD,2008-06-01
357,c:6674,c:6621,27300000,GBP,2007-01-01
358,c:342,c:6742,20000000,USD,2008-06-12
359,c:149,c:6785,\N,USD,2007-06-17
360,c:2537,c:6796,1350000000,USD,2006-12-01
361,c:1242,c:6117,\N,USD,2008-06-18
362,c:6858,c:6857,\N,USD,2007-11-01
365,c:1267,c:6873,\N,USD,2007-10-04
366,c:2903,c:6874,\N,USD,2007-10-09
367,c:2680,c:6875,\N,USD,2007-10-10
368,c:6908,c:6907,\N,USD,2007-08-01
370,c:823,c:1250,\N,USD,2008-06-23
371,c:7135,c:7133,\N,USD,2007-08-11
372,c:7135,c:7134,\N,USD,\N
374,c:7169,c:7168,\N,USD,2008-06-24
375,c:7165,c:7168,\N,USD,2008-06-24
377,c:317,c:7292,\N,USD,2008-06-25
378,c:317,c:7293,300000000,USD,2008-01-31
379,c:1234,c:7305,\N,USD,2008-06-25
380,c:13171,c:7306,7000000,EUR,2008-06-25
381,c:85,c:7352,\N,USD,2007-09-25
382,c:1242,c:7373,\N,USD,2008-06-26
383,c:7433,c:19,39000000,USD,2008-06-27
384,c:4138,c:7449,162000000,USD,2008-06-25
386,c:7570,c:7566,\N,USD,2008-06-30
387,c:243,c:7578,\N,USD,2008-06-30
388,c:59,c:7585,\N,USD,2001-02-12
389,c:59,c:7586,\N,USD,2001-09-20
390,c:59,c:7587,102000000,USD,2003-04-23
391,c:59,c:7588,\N,USD,2003-09-30
392,c:59,c:7589,\N,USD,2003-11-05
393,c:59,c:7590,\N,USD,2003-10-10
394,c:59,c:7591,\N,USD,2004-05-10
395,c:59,c:7592,\N,USD,2004-07-13
396,c:59,c:7593,\N,USD,2004-09-10
397,c:59,c:7594,\N,USD,2004-10-09
398,c:59,c:7595,\N,USD,2005-03-29
399,c:59,c:7192,\N,USD,2005-05-11
400,c:59,c:7597,\N,USD,2005-07-09
402,c:59,c:7598,\N,USD,2005-11-09
403,c:59,c:7599,\N,USD,2005-11-17
404,c:59,c:7600,\N,USD,2005-12-27
406,c:59,c:7601,\N,USD,2005-12-31
407,c:59,c:7603,\N,USD,2005-12-31
408,c:59,c:7604,\N,USD,2006-03-09
409,c:59,c:7605,\N,USD,2006-03-14
410,c:59,c:2180,\N,USD,2003-02-01
411,c:59,c:7607,\N,USD,2006-06-01
412,c:59,c:7608,\N,USD,2006-08-15
413,c:59,c:7609,28000000,USD,2006-12-16
414,c:59,c:7610,\N,USD,2007-03-16
415,c:59,c:7611,\N,USD,2007-04-17
416,c:59,c:7612,\N,USD,2007-04-20
417,c:59,c:7613,20300000,USD,2007-06-05
418,c:59,c:21716,\N,USD,2007-07-20
419,c:59,c:8,625000000,USD,2007-07-09
420,c:59,c:7616,\N,USD,2007-09-27
423,c:1242,c:30,100000000,USD,2008-07-01
424,c:1942,c:7688,\N,USD,2008-07-01
425,c:1942,c:7689,\N,USD,2008-07-01
428,c:3277,c:7714,\N,USD,2005-01-01
429,c:3277,c:7715,\N,USD,2005-01-01
430,c:3277,c:7716,\N,USD,2004-01-01
431,c:3277,c:7717,\N,USD,2003-01-01
432,c:250,c:7733,\N,USD,2006-02-06
433,c:3855,c:7743,25000000,USD,2005-01-19
434,c:7769,c:7765,\N,USD,2008-03-01
435,c:7682,c:7681,\N,USD,2008-07-03
437,c:94,c:7890,3500000000,USD,2008-07-07
439,c:5550,c:1423,\N,USD,2007-11-05
440,c:2487,c:186,\N,USD,2007-06-01
442,c:301,c:298,\N,USD,2008-07-10
443,c:390,c:1730,\N,USD,2008-07-08
444,c:8121,c:3977,1000000,USD,2007-05-01
445,c:8132,c:3462,12500000,USD,2010-01-14
446,c:4982,c:5369,\N,USD,\N
447,c:8234,c:8232,\N,USD,2004-06-01
449,c:1242,c:8260,35000000,USD,2008-07-14
450,c:12,c:1607,15000000,USD,2008-07-15
451,c:8302,c:8297,\N,USD,2008-07-15
452,c:8398,c:8393,\N,USD,2008-07-16
453,c:6812,c:8455,\N,USD,2007-09-13
454,c:8488,c:8487,\N,USD,2008-07-17
456,c:29,c:8537,\N,USD,2008-04-09
458,c:25732,c:8538,\N,USD,2008-04-04
459,c:1242,c:8566,\N,USD,2006-04-03
460,c:8608,c:8609,80000000,USD,2008-07-18
465,c:6812,c:8632,\N,USD,2007-12-01
466,c:6812,c:8633,\N,USD,2007-01-01
467,c:6812,c:8634,\N,USD,\N
468,c:6812,c:8635,\N,USD,2007-12-01
469,c:8661,c:8662,3000000000,USD,2008-07-22
470,c:29,c:559,\N,USD,2006-11-16
471,c:8613,c:8701,\N,USD,2008-01-09
472,c:8726,c:8725,\N,USD,2008-07-01
473,c:4092,c:8652,\N,USD,2007-07-27
474,c:8763,c:8762,\N,USD,1998-01-01
475,c:351,c:1921,30000000,USD,2005-08-04
476,c:2394,c:8802,\N,USD,2008-06-30
477,c:1242,c:8772,\N,USD,2008-07-25
479,c:4196,c:1613,105000000,USD,2008-07-29
480,c:8990,c:2355,\N,USD,\N
484,c:59,c:3223,15000000,USD,2008-07-30
485,c:1915,c:8946,181000000,USD,2006-07-25
486,c:7312,c:1835,\N,USD,2008-01-07
487,c:5107,c:8321,\N,SEK,2007-06-11
489,c:3754,c:9087,23000000,USD,2008-07-31
490,c:317,c:9134,\N,USD,2008-08-01
491,c:9134,c:9137,\N,USD,2001-10-01
492,c:9134,c:9142,\N,USD,2005-11-01
493,c:9134,c:9143,\N,USD,2006-02-01
494,c:351,c:459,\N,USD,2008-08-21
495,c:9134,c:9156,\N,USD,2008-04-01
497,c:9212,c:9211,50000,EUR,2007-06-27
498,c:20,c:9228,350000000,USD,2000-06-13
499,c:9241,c:4857,\N,USD,2008-08-04
500,c:9262,c:9261,\N,USD,2007-12-01
501,c:4175,c:9322,125000000,USD,2008-08-05
502,c:9388,c:9387,\N,USD,2003-01-01
503,c:4175,c:7440,\N,USD,2006-06-27
504,c:4175,c:7182,200000000,USD,2007-04-11
505,c:8801,c:9500,\N,USD,2003-01-15
506,c:1242,c:730,\N,USD,2007-08-29
507,c:629,c:9573,202000000,USD,2007-04-26
508,c:9691,c:9690,\N,USD,2008-08-01
509,c:9735,c:9737,4900000,USD,2008-08-18
510,c:9738,c:4603,\N,USD,2008-08-01
511,c:297,c:9760,\N,USD,2008-03-19
512,c:5038,c:9794,21000,USD,2008-07-01
513,c:31,c:10117,\N,USD,2008-08-26
514,c:28,c:10197,215000000,USD,2008-08-27
515,c:10199,c:10198,\N,USD,2008-03-29
516,c:10224,c:10223,\N,USD,2007-06-01
518,c:565,c:10299,\N,USD,2008-07-08
519,c:1242,c:7198,486000000,USD,2008-08-29
520,c:10322,c:798,\N,USD,2008-03-25
521,c:10346,c:10345,\N,USD,2007-06-10
522,c:10453,c:6428,85000000,USD,2007-02-07
523,c:10455,c:10454,\N,USD,2007-08-01
524,c:5638,c:10477,\N,USD,1999-12-01
525,c:5638,c:10479,550000,USD,1999-06-01
526,c:355,c:10535,\N,USD,2006-09-28
527,c:96,c:1760,\N,USD,2008-09-04
528,c:96,c:3852,\N,USD,2008-09-04
529,c:3407,c:10548,\N,USD,2008-08-27
530,c:2602,c:8022,1400000000,USD,2007-11-05
532,c:2602,c:86,\N,USD,2007-08-07
533,c:445,c:4546,\N,USD,2006-09-07
534,c:10604,c:3127,\N,USD,2007-01-01
535,c:647,c:10656,1000000,USD,2002-01-17
536,c:647,c:10657,\N,USD,2002-02-01
537,c:647,c:10658,\N,USD,2006-08-01
538,c:2358,c:1329,\N,USD,2008-09-05
539,c:10816,c:10814,12600,USD,2008-07-01
540,c:10816,c:10815,\N,USD,2004-10-01
542,c:59,c:10963,\N,USD,2008-09-12
543,c:11004,c:11002,\N,USD,2008-06-01
544,c:11004,c:11003,\N,USD,2008-06-01
546,c:9250,c:11094,\N,USD,2006-12-01
547,c:1301,c:11106,\N,USD,2007-06-22
548,c:7056,c:11131,\N,USD,2012-01-01
550,c:7056,c:11133,\N,USD,2012-01-01
551,c:7056,c:11134,\N,USD,2012-01-01
556,c:6558,c:11185,\N,USD,2008-09-16
557,c:9811,c:11186,\N,USD,2008-09-16
558,c:2370,c:11195,\N,USD,2008-09-16
559,c:317,c:11048,\N,USD,1998-01-01
560,c:9250,c:11254,\N,USD,2007-05-01
561,c:25,c:800,\N,USD,2008-09-22
563,c:1639,c:11304,\N,USD,2008-09-22
564,c:11307,c:11306,\N,USD,2006-01-01
565,c:11326,c:9540,\N,USD,2003-08-01
566,c:11342,c:8396,\N,USD,2006-12-01
567,c:687,c:2413,\N,USD,2008-09-01
568,c:1080,c:312,\N,USD,2008-09-23
570,c:28,c:11211,\N,USD,2008-09-19
571,c:163,c:7129,8400000,USD,2008-07-01
572,c:3147,c:363,\N,USD,2008-09-23
574,c:9931,c:11493,\N,USD,2006-01-01
575,c:11503,c:593,\N,USD,2007-02-06
576,c:11503,c:10455,200000000,USD,2007-02-02
578,c:10604,c:11522,\N,USD,2007-06-01
579,c:149,c:11569,\N,USD,2008-07-17
581,c:1916,c:11572,\N,USD,\N
582,c:29,c:11694,92000000,USD,1997-10-01
583,c:29,c:11698,\N,USD,1998-03-01
584,c:29,c:11699,29600000,USD,1998-12-01
585,c:29,c:11700,2870000000,USD,1999-01-28
586,c:29,c:11701,432000000,USD,2000-06-28
587,c:29,c:11702,\N,USD,2006-10-01
588,c:29,c:11703,\N,USD,2005-10-18
589,c:29,c:11704,\N,USD,2005-07-25
591,c:29,c:11706,\N,USD,2005-06-01
592,c:29,c:11707,\N,USD,2005-04-01
593,c:29,c:11708,\N,USD,2005-03-01
594,c:29,c:11709,93000000,USD,2005-02-01
595,c:29,c:11710,\N,USD,2004-10-01
596,c:29,c:11711,\N,USD,2004-09-01
597,c:29,c:4107,\N,USD,2004-07-01
598,c:29,c:11712,\N,USD,2004-01-01
600,c:29,c:11713,235000000,USD,2003-03-01
601,c:29,c:11714,100000000,USD,2003-02-02
602,c:29,c:11715,\N,USD,2002-01-01
604,c:29,c:11717,12000000,USD,2001-06-01
605,c:29,c:11718,30000000,USD,2001-02-01
606,c:29,c:11719,145000000,USD,2000-11-01
607,c:29,c:11720,\N,USD,2000-08-01
608,c:29,c:11721,\N,USD,2000-03-01
609,c:29,c:11722,5040000000,USD,1999-11-01
610,c:29,c:11723,80000000,USD,1999-07-01
611,c:29,c:11724,130000000,USD,1999-06-01
612,c:29,c:11725,10000000,USD,1999-05-01
613,c:29,c:11726,8000000,USD,1999-02-01
614,c:29,c:11727,\N,USD,1998-09-01
615,c:29,c:11728,\N,USD,1998-07-01
616,c:29,c:11729,49000000,USD,1998-06-01
617,c:29,c:11730,1400000,USD,1997-09-01
618,c:3396,c:7645,\N,USD,2008-08-01
619,c:823,c:9265,\N,USD,2008-09-30
620,c:34,c:3930,\N,USD,2008-10-01
621,c:11806,c:11805,\N,USD,2006-03-15
622,c:848,c:893,\N,USD,2008-10-01
623,c:25732,c:11824,\N,USD,2008-04-14
624,c:25732,c:11825,\N,USD,2008-05-05
625,c:650,c:3081,100000000,USD,2008-09-01
626,c:11837,c:11836,\N,USD,2008-06-01
627,c:9489,c:11858,\N,USD,2008-08-20
630,c:20,c:1595,945000000,USD,2008-10-06
631,c:20,c:11932,380000000,USD,2008-10-06
633,c:20,c:11943,\N,USD,2005-06-30
634,c:20,c:11944,\N,USD,2007-05-19
635,c:20,c:11945,\N,USD,2005-05-18
636,c:20,c:2155,415000000,USD,2004-12-01
637,c:20,c:11946,290000000,USD,2004-11-10
638,c:20,c:11947,50000000,USD,2004-06-23
639,c:20,c:11948,150000000,USD,2003-07-16
640,c:20,c:11949,\N,USD,2003-01-31
642,c:7563,c:12019,107000000,USD,2008-09-04
643,c:3320,c:4375,695000000,USD,2008-10-09
644,c:2695,c:12156,\N,USD,2008-10-10
645,c:185,c:12252,\N,USD,2007-03-19
646,c:31,c:3348,\N,USD,2008-10-01
647,c:1080,c:12354,\N,USD,2007-10-17
648,c:1080,c:12355,\N,USD,2008-03-04
649,c:1080,c:1687,\N,USD,2008-10-15
650,c:12357,c:3917,\N,USD,2008-10-04
651,c:3320,c:6759,\N,USD,2004-09-16
652,c:12415,c:12414,\N,USD,2008-10-15
653,c:12421,c:12420,6200000,USD,2008-10-14
654,c:1242,c:12459,\N,USD,2008-03-20
655,c:1242,c:12460,\N,USD,2008-02-07
656,c:1242,c:2505,1200000000,USD,2008-01-08
657,c:1242,c:12466,\N,USD,2007-12-12
658,c:1242,c:12467,\N,USD,2007-10-29
659,c:1242,c:12468,\N,USD,2007-07-26
660,c:1242,c:12469,\N,USD,2007-05-03
662,c:1242,c:12473,\N,USD,2007-02-26
663,c:1242,c:12576,\N,USD,2006-10-12
664,c:1242,c:12578,\N,USD,2006-07-26
665,c:1242,c:12581,\N,USD,2006-07-18
666,c:1242,c:12582,\N,USD,2006-07-17
667,c:1242,c:11893,75000000,USD,2006-05-18
668,c:1242,c:12585,\N,USD,2006-04-06
669,c:1242,c:12586,\N,USD,2006-03-07
670,c:1242,c:12587,\N,USD,2006-03-07
671,c:1242,c:12589,\N,USD,2006-02-13
672,c:1242,c:12591,\N,USD,2005-09-19
673,c:424,c:12613,95000000,USD,2008-10-21
675,c:10119,c:12404,649000000,USD,2008-05-17
676,c:28,c:9532,2900000000,USD,2007-03-15
678,c:12623,c:595,1300000000,USD,2006-12-20
679,c:840,c:12625,352000000,USD,2008-07-16
680,c:1735,c:12626,174000000,USD,2008-10-07
681,c:350,c:1170,\N,USD,2006-08-15
682,c:4568,c:12631,\N,USD,2006-12-06
683,c:12641,c:12640,\N,USD,2008-01-01
684,c:5622,c:12662,1430000,USD,2008-10-22
